error,id,institute,state,branch,quota,category,gender,opening_rank,closing_rank
,4071,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),36338,36338
,4072,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,4131,6990
,4073,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),7707,9925
,4074,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,4251,6176
,4075,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),3346,4274
,4076,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,SC (PWD),Gender-Neutral,250,250
,4077,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,8425,13068
,4078,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),14324,14324
,4079,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,6834,11829
,4080,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),9185,13316
,4081,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,General (PWD),Gender-Neutral,704,768
,4082,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2029,2277
,4083,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),4711,4711
,4084,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,3586,4746
,4085,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),5299,6223
,4086,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PWD),Gender-Neutral,500,500
,4087,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2200,3404
,4088,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),3153,3775
,4089,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1147,1272
,4090,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1113,1113
,4091,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,9632,13700
,4092,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),27147,29166
,4093,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,8261,18752
,4094,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),78446,78446
,4095,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,4023,4992
,4096,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),8219,9567
,4097,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PWD),Gender-Neutral,731,731
,4098,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2493,3209
,4099,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),5359,6248
,4100,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC (PWD),Gender-Neutral,129,129
,4101,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2673,7527
,4102,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),5841,5841
,4103,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,2468,5181
,4104,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),6673,13230
,4105,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,General (PWD),Gender-Neutral,131,131
,4106,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1099,1250
,4107,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),2143,2143
,4108,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS (PWD),Gender-Neutral,48,48
,4109,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,1194,2132
,4110,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),5460,6383
,4111,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PWD),Gender-Neutral,116,116
,4112,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,486,989
,4113,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),667,2471
,4114,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,277,512
,4115,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),459,459
,4116,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,23195,32666
,4117,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),35773,43531
,4118,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,35659,72019
,4119,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,9081,11644
,4120,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),12064,13937
,4121,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PWD),Gender-Neutral,907,907
,4122,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,4750,6432
,4123,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),5540,5540
,4124,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,6528,11690
,4125,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),11154,11154
,4126,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,12765,16649
,4127,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),18070,21354
,4128,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,General (PWD),Gender-Neutral,1342,1342
,4129,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2769,3087
,4130,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),4555,4555
,4131,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5609,6829
,4132,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),8906,9661
,4133,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1758,3309
,4134,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),1640,1640
,4135,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1372,1490
,4136,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,ST (PWD),Gender-Neutral,47,47
,4137,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Production Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,16696,28945
,4138,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Production Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),31522,45746
,4139,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Production Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,33086,50657
,4140,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Production Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),27573,27573
,4141,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Production Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,7856,9815
,4142,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Production Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),14203,15838
,4143,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Production Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PWD),Gender-Neutral,1060,1060
,4144,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Production Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3575,6120
,4145,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Production Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),6406,7193
,4146,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Production Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2655,8541
,4147,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Production Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),11959,11959
,4148,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Production Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,12321,18119
,4149,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Production Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),14630,24255
,4150,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Production Engineering (4 Years, Bachelor of Technology)",OS,General (PWD),Gender-Neutral,1047,1047
,4151,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Production Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2940,3476
,4152,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Production Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),4625,4625
,4153,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Production Engineering (4 Years, Bachelor of Technology)",OS,EWS (PWD),Gender-Neutral,268,268
,4154,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Production Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,4800,6920
,4155,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Production Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),12074,13499
,4156,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Production Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PWD),Gender-Neutral,744,744
